"Campaign Name","SourceKey","Owner","Request Status","Campaign Origin","Campaign No","Comments","Status","Campaign Type","IB/NNN","Starting Quarter","Execution Start Date","Execution End Date","Campaign/WBS Code","DAT link for Content","Digital Assets team support","Briefing for DAT","Roles","Industry (MC)","Sub-Industries","Solution Area L1","Solution Area L2","Partner","Region Name (level 2)","Campaign Priority","Creado","SourceListName","SourceID"
"P3_OUT ","France-114","Mai","Completed","DCM","CMP-000","Check the TAL with your Account Executive + Check the available assets, one pagers, sequences & Sales play","Planned","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-P3_OUT ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","114"
"PE1_3PP ","France-142","Mai","Completed","DCM","CMP-000","3rd Party Providers","Running","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-PE1_3PP ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","142"
"D1_3PP ","France-141","Mai","Completed","DCM","CMP-000","3rd Party Providers","Running","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-D1_3PP ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","141"
"F2_3PP ","France-140","Mai","Completed","DCM","CMP-000","3rd Party Providers","Running","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-F2_3PP ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","140"
"D2_3PP ","France-144","Mai","Completed","DCM","CMP-000","3rd Party Providers","Running","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-D2_3PP ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","144"
"D5_3PP ","France-149","Mai","Completed","DCM","CMP-000","3rd Party Providers","Running","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-D5_3PP ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","149"
"P3_SL ","France-148","Mai","Completed","DCM","CMP-000","Social Listening + Reverse Social Listening","Running","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-P3_SL ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","148"
"P2_OUT ","France-111","Mai","Completed","DCM","CMP-000","Check the TAL with your Account Executive + Check the available assets, one pagers, sequences & Sales play","Planned","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-P2_OUT ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","111"
"PE2_3PP ","France-146","Mai","Completed","DCM","CMP-000","3rd Party Providers","Running","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-PE2_3PP ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","146"
"D4_3PP ","France-147","Mai","Completed","DCM","CMP-000","3rd Party Providers","Running","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-D4_3PP ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","147"
"D6_3PP ","France-150","Mai","Completed","DCM","CMP-000","3rd Party Providers","Running","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-D6_3PP ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","150"
"F1_SL ","France-157","Mai","Completed","DCM","CMP-000","Social Listening + Reverse Social Listening","Running","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-F1_SL ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","157"
"P3_BtzP ","France-154","Mai","Completed","DCM","CMP-000","Blitz Partners","Planned","Teleprospecting","NNN","2026-Q1","1/15/2026","3/30/2026","CRM-WE26-S4H-P3_BtzP ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","154"
"F2_SL ","France-158","Mai","Completed","DCM","CMP-000","Social Listening + Reverse Social Listening","Running","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-F2_SL ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","158"
"P1_ABM ","France-159","Mai","Completed","DCM","CMP-000","Top Account - ABM","Running","Other","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-P1_ABM ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","159"
"P4_ABM ","France-162","Mai","Completed","DCM","CMP-000","Top Account - ABM","Running","Other","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-P4_ABM ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","162"
"P1_BtzP ","France-152","Mai","Completed","DCM","CMP-000","Blitz Partners","Planned","Teleprospecting","NNN","2026-Q1","1/15/2026","3/30/2026","CRM-WE26-S4H-P1_BtzP ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","152"
"PE1_ABM ","France-167","Mai","Completed","DCM","CMP-000","Targeted ABM","Running","Other","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-PE1_ABM ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","167"
"P2_BtzP ","France-153","Mai","Completed","DCM","CMP-000","Blitz Partners","Planned","Teleprospecting","NNN","2026-Q1","1/15/2026","3/30/2026","CRM-WE26-S4H-P2_BtzP ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","153"
"D2_ABM ","France-169","Mai","Completed","DCM","CMP-000","Top Account - ABM","Running","Other","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-D2_ABM ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","169"
"D7_3PP ","France-151","Mai","Completed","DCM","CMP-000","3rd Party Providers","Running","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-D7_3PP ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","151"
"D3_ABM ","France-170","Mai","Completed","DCM","CMP-000","Top Account - ABM","Running","Other","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-D3_ABM ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","170"
"PE2_ABM ","France-171","Mai","Completed","DCM","CMP-000","Targeted ABM","Running","Other","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-PE2_ABM ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","171"
"P4_SL ","France-156","Mai","Completed","DCM","CMP-000","Social Listening + Reverse Social Listening","Running","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-P4_SL ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","156"
"D4_ABM ","France-172","Mai","Completed","DCM","CMP-000","Top Account - ABM","Running","Other","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-D4_ABM ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","172"
"PE1_SL ","France-175","Mai","Completed","DCM","CMP-000","Social Listening + Reverse Social Listening","Running","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-PE1_SL ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","175"
"D6_ABM ","France-174","Mai","Completed","DCM","CMP-000","Top Account - ABM","Running","Other","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-D6_ABM ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","174"
"D1_ABM ","France-166","Mai","Completed","DCM","CMP-000","Top Account - ABM","Running","Other","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-D1_ABM ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","166"
"D1_SL ","France-164","Mai","Completed","DCM","CMP-000","Social Listening + Reverse Social Listening","Running","Outreach Campaign","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-D1_SL ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","164"
"P3_ABM ","France-161","Mai","Completed","DCM","CMP-000","Top Account - ABM","Running","Other","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-P3_ABM ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","161"
"P4_BtzP ","France-155","Mai","Completed","DCM","CMP-000","Blitz Partners","Planned","Teleprospecting","NNN","2026-Q1","1/15/2026","3/30/2026","CRM-WE26-S4H-P4_BtzP ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","155"
"D5_ABM ","France-173","Mai","Completed","DCM","CMP-000","Top Account - ABM","Running","Other","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-D5_ABM ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","173"
"P2_ABM ","France-160","Mai","Completed","DCM","CMP-000","Top Account - ABM","Running","Other","NNN","2026-Q1","1/15/2026","12/31/2026","CRM-WE26-S4H-P2_ABM ",,"Outreach Sequence",,,"[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS France",,"3/5/2026 5:10 PM","France","160"
"Microsoft Install Base Attack Campaign for MEA South","MEASouth-34","Mai","Completed","DCM","CMP-000","No profiling required as Personas have already been provided, and we will upload them into Outreach for execution.","Planned","Outreach Campaign","NNN","2026-Q1","3/20/2026","4/30/2026","CRM-WE25-EME-431750","https://www.canva.com/design/DAG_JqNJrYo/wJxr1B0Su9GtH-ATuOswpw/view?utm_content=DAG_JqNJrYo&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h54a3e3c0db","One Pager",,"[""CIO"",""CEO"",""CFO""]","[""Cross Industry""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS MEA South","Priority 1","3/6/2026 12:01 PM","MEA South","34"
"Oracle Install Base Attack Campaign for MEA South","MEASouth-35","Mai","Completed","DCM","CMP-000","The Personas have been provided as such no profiling required.","Planned","Outreach Campaign","NNN","2026-Q1","3/20/2026","4/30/2026","CRM-WE25-EME-431750","https://www.canva.com/design/DAG_JdCFz54/2mdRHNiOlwYAYiFCYT6ukg/view?utm_content=DAG_JdCFz54&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=haa58ed10e9","One Pager",,"[""CIO""]","[""Cross Industry""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS MEA South","Priority 1","3/6/2026 12:20 PM","MEA South","35"
"Infor Install Base Attack Campaign for MEA South","MEASouth-38","Mai","Completed","DCM","CMP-000","The Profiling for this Campaign and Campaign Code is already done.","Planned","Outreach Campaign","NNN","2026-Q1","3/20/2026","5/25/2026","CRM-WE25-EME-431750","https://www.canva.com/design/DAG_JdCFz54/2mdRHNiOlwYAYiFCYT6ukg/view?utm_content=DAG_JdCFz54&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=haa58ed10e9","One Pager",,"[""CIO""]","[""Cross Industry""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS MEA South","Priority 1","3/6/2026 12:29 PM","MEA South","38"
"BeNeLux Oracle Netsuite Attack","BeNeLux-14","Mai","Completed","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","1/15/2026",,"CRM-WE26-S4H-BENELUX_NS","https://www.canva.com/design/DAG_JdCFz54/2mdRHNiOlwYAYiFCYT6ukg/view?utm_content=DAG_JdCFz54&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=haa58ed10e9","One Pager",,"[""CIO""]","[""Cross Industry""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","14"
"IMC - Components - Merle","BeNeLux-35","Mai","Completed","DCM","CMP-000",,"Committed","Outreach Campaign","NNN","2026-Q1","1/26/2026",,"CRM-WE26-S4H-BELUX_IMCC ","https://www.canva.com/design/DAHBGZ6eYgg/NRGPrQkNeTXdFmiHTZalmg/view?utm_content=DAHBGZ6eYgg&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h0a3c078d9a","One Pager",,"[""CIO"",""CFO""]","[""Industrial Manufacturing""]","[""Non-Semiconductor Components""]","[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","35"
"Construction - Winning Risk Management Excellence from Field to Finance Q1 Anton","BeNeLux-22","Mai","Completed","DCM","CMP-000","concentrer sur les comptes déjà connus - opp sur les LOb (CX- Leanis-HR)","Executed","Outreach Campaign","NNN","2026-Q1","2/23/2026",,"CRM-WE26-S4H-BELUX_WRME","https://www.canva.com/design/DAG_nyGgr3k/CoslO533BwQUzwSyzuwKbQ/view?utm_content=DAG_nyGgr3k&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h5caddaa85b","One Pager","https://content-discovery.int.sap/external/sales-plays/ac0f3fcf-909d-4bc8-87ab-b323fb3dad16","[""CIO"",""CFO"",""CEO"",""COO""]","[""Engineering, Construction, and Operations""]","[""Commercial Real Estate"",""Construction Managment""]","[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux","Priority 1","3/9/2026 8:51 AM","BeNeLux","22"
"ECO - Martin - Q126","BeNeLux-64","To be Assigned","Requested","DCM","CMP-000","
good campaign! lead thomas &P
","Committed","Outreach Campaign","NNN","2026-Q1","1/26/2026",,"CRM-WE26-S4H-BELUX_ECO ",,"One Pager",,"[""CIO"",""CFO""]","[""Cross Industry""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","64"
"BE Consumer Products-Durables Q126 Michiel","BeNeLux-21","Mai","Completed","DCM","CMP-000","Since low number of accounts, this will be merged with CP Fashion and Home & Personal Care
","Executed","Outreach Campaign","NNN","2026-Q1","1/22/2026","1/29/2026","CRM-WE26-S4H-BE_CPD","https://globaldigitalstrategy.my.canva.site/copy-of-premium-campaign-package-consumer-products-belux-q225","One Pager",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Consumer Products""]","[""Durable Goods""]","[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux","Priority 1","3/9/2026 8:51 AM","BeNeLux","21"
"BeNeLux Infor LN Attack","BeNeLux-15","Mai","Completed","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","1/15/2026",,"CRM-WE26-S4H-BENELUX_LN","https://www.canva.com/design/DAG-9T79eGE/PyB_ZQxYaZO3zYnm1L0DkQ/view?utm_content=DAG-9T79eGE&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h7fa18f9741#1","One Pager",,"[""CIO""]","[""Cross Industry""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","15"
"Lux/Wal - Professional Services","BeNeLux-61","Mai","Completed","SDE","CMP-000","debut de la sequence - focus 22/23 avril
","Running","Outreach Campaign","NNN","2026-Q1","3/2/2026",,"CRM-WE26-S4H-BELUX_PSNi","https://www.canva.com/design/DAHBBIe0D00/esQ8AVRF0gR9gsgziJMqMg/view?utm_content=DAHBBIe0D00&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h33ae7f626f","One Pager",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""High Tech"",""Professional Services""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","61"
"Belgium Marketing Events - Invitation - Philip","BeNeLux-45","To be Assigned","Requested","DCM","CMP-000",,"Committed","Outreach Campaign","IB","2026-Q1","2/3/2026",,"CRM-BN26-AAA-432119",,"One Pager","Folloze board with all Belgium event like the webinars last years - https://sap.sharepoint.com/:w:/r/sites/125512/_layouts/15/Doc.aspx?sourcedoc=%7BA89775B2-E1A4-407D-AD80-798D419B48F1%7D&file=Upcoming%20SAP%20Webinars%20New.docx&wdLOR=cE3904A4E-B9B7-4BA1","[""CIO"",""CFO""]","[""Cross Industry""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","45"
"IMC - Machinery - Merle","BeNeLux-34","Mai","Completed","DCM","CMP-000","first email high open rate (75%) ","Running","Outreach Campaign","NNN","2026-Q1","1/29/2026",,"CRM-WE26-S4H-BELUX_IMCM ","https://www.canva.com/design/DAHBGZ6eYgg/NRGPrQkNeTXdFmiHTZalmg/view?utm_content=DAHBGZ6eYgg&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h0a3c078d9a","One Pager",,"[""CIO"",""CFO""]","[""Industrial Manufacturing""]","[""Industrial and Commercial Machinery and Equipment""]","[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","34"
"Blitz NL Aiden","BeNeLux-20","To be Assigned","Requested","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","4/13/2026",,"CRM-WE26-S4H-NL_AiPKG",,"One Pager",,"[""CIO"",""CFO""]","[""Wholesale Distribution"",""Retail""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","20"
"Wholesale Agri Jasper","BeNeLux-50","To be Assigned","Requested","DCM","CMP-000",,"Cancelled","Outreach Campaign","NNN","2026-Q1","3/30/2026",,"CRM-WE26-S4H-NE_WSAg ",,"One Pager",,"[""CIO"",""CFO"",""COO""]","[""Wholesale Distribution""]","[""Food & Beverages""]","[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","50"
"BeNeLux MS AX Attack","BeNeLux-12","Mai","Completed","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","1/15/2026",,"CRM-WE26-S4H-BENELUX_AX","https://www.canva.com/design/DAG_JXGkwbs/wD-DoXNtYmEs7GTKPGh-pg/view?utm_content=DAG_JXGkwbs&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=he497e84e02","One Pager",,"[""CIO""]","[""Cross Industry""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","12"
"BeNeLux MS Navision Attack","BeNeLux-13","Mai","Completed","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","1/15/2026",,"CRM-WE26-S4H-BENELUX_Na","https://www.canva.com/design/DAG_JqNJrYo/wJxr1B0Su9GtH-ATuOswpw/view?utm_content=DAG_JqNJrYo&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h54a3e3c0db","One Pager",,"[""CIO""]","[""Cross Industry""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","13"
"BeNeLux-Roos-Stephanie-Retail-Q126","BeNeLux-51","Mai","Completed","SDE","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","2/26/2026","3/27/2026","CRM-WE26-S4H-NE_RoosRTL","https://www.canva.com/design/DAHA1dv4TsI/oYdxWuUbVkTfXUBjXv17kw/view?utm_content=DAHA1dv4TsI&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hd617747c9d","One Pager",,"[""CIO"",""CEO"",""CFO"",""CPO"",""COO"",""CMO"",""CSO""]","[""Retail""]",,"[""Other""]","[""S/4HANA Finance""]",,"CS BeNeLux","Priority 1","3/9/2026 8:51 AM","BeNeLux","51"
"Wholesale Food Jasper","BeNeLux-48","To be Assigned","Requested","DCM","CMP-000",,"Cancelled","Outreach Campaign","NNN","2026-Q1","3/30/2026",,"CRM-WE26-S4H-NE_WSFo",,"One Pager",,"[""CIO"",""CFO"",""COO""]","[""Wholesale Distribution""]","[""Food & Beverages""]","[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","48"
"BeNeLux-Roos-Stephanie-Software-Q126","BeNeLux-53","To be Assigned","Requested","SDE","CMP-000","These are software companies and SAP Consolidated companies. ","Planned","Outreach Campaign","NNN","2026-Q1","3/5/2026","4/16/2026","CRM-WE26-S4H-NE_RoosSW","I would like to request a one pager. And a sequence please. ","One Pager",,"[""CIO"",""CEO"",""CFO"",""COO"",""CMO"",""CSO"",""CPO""]","[""SAP Consolidated companies"",""Telecommunications""]","[""IT-Serv. & BPO"",""Software Providers"",""Telecom Service Providers""]","[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS BeNeLux","Priority 1","3/9/2026 8:51 AM","BeNeLux","53"
"Cross-Industry Erwin - Stephanie - Q12026","BeNeLux-37","To be Assigned","Requested","DCM","CMP-000",,"Committed","Outreach Campaign","NNN","2026-Q1","2/2/2026",,"CRM-WE26-S4H-NE_CrErw ",,"One Pager","Dear,

In column G, there are the given industries. 

Would you have examples of one pagers, customer references and sequences for these different industries. 

sincerely
Stephanie","[""CIO"",""CEO"",""CFO"",""COO""]","[""Cross Industry""]",,"[""Finance and Spend Management""]","[""S/4HANA Private""]",,"CS BeNeLux","Priority 2","3/9/2026 8:51 AM","BeNeLux","37"
"BeNeLux MS Business Central Attack","BeNeLux-11","Mai","Completed","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","1/15/2026",,"CRM-WE26-S4H-BENELUX_Ms","https://www.canva.com/design/DAG_ENV4HcQ/nHv4FS-C8K-DhaWfQ3S3jQ/view?utm_content=DAG_ENV4HcQ&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h767a61879e","One Pager",,"[""CIO""]","[""Cross Industry""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","11"
"Wholesale non Food Wijnand","BeNeLux-49","To be Assigned","Requested","DCM","CMP-000",,"Cancelled","Outreach Campaign","NNN","2026-Q1","3/16/2026",,"CRM-WE26-S4H-NE_WSnFo ",,"One Pager",,"[""CIO"",""CFO"",""COO""]","[""Wholesale Distribution""]","[""Food & Beverages""]","[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","49"
"EMEA-NL-Erwin-PS-Stephanie-Q126","BeNeLux-52","Mai","Completed","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","2/27/2026","4/3/2026","CRM-WE26-S4H-NE_ErwIM ","https://www.canva.com/design/DAHBGZ6eYgg/NRGPrQkNeTXdFmiHTZalmg/view?utm_content=DAHBGZ6eYgg&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h0a3c078d9a","One Pager",,"[""CIO"",""CEO"",""CFO"",""CPO"",""COO"",""CMO"",""CSO""]","[""Industrial Manufacturing""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS BeNeLux","Priority 2","3/9/2026 8:51 AM","BeNeLux","52"
"Belgium PLT - Opp requalification - Philip","BeNeLux-56","To be Assigned","Requested","DCM","CMP-000","Rob giving additionnal opp
","Committed","Outreach Campaign","IB","2026-Q1","1/1/2026",,"CRM-WE26-S4H-BE_OppRequ ",,"Outreach Sequence","Empty Sequence needed","[""CIO"",""CFO""]","[""Cross Industry""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","56"
